 # webanno.custom.Participants | Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=I like baking cakes with my granddaughter .
24-17	a	O	O	O	_	_	
24-18	little	O	O	O	_	_	
24-19	longer	O	O	O	_	_	
24-20	and	O	O	O	_	_	
24-21	then	O	O	O	_	_	
24-22	tested	O	O	B-ScrEv_check	_	_	
24-23	again	O	O	O	_	_	
24-24	.	O	O	O	_	_	

#id=25
#text=We are eager to see how our cake turns out .
25-1	We	B-ScrPart_cook	B-webanno.custom.Participants_	O	webanno.custom.Corefchains_	25-7	
25-2	are	O	O	B-UnrelEv	_	_	
25-3	eager	O	O	O	_	_	
25-4	to	O	O	O	_	_	
25-5	see	O	O	B-ScrEv_check	_	_	
25-6	how	O	O	O	_	_	
25-7	our	B-ScrPart_cook	B-webanno.custom.Participants_	O	webanno.custom.Corefchains_	26-1	
25-8	cake	B-ScrPart_cake	B-webanno.custom.Participants_	O	webanno.custom.Corefchains_	26-8	
25-9	turns	O	O	B-???	_	_	
25-10	out	O	O	I-???	_	_	
25-11	.	O	O	O	_	_	

#id=26
#text=We play games while we wait for it to cool .
26-1	We	B-ScrPart_cook	B-webanno.custom.Participants_	O	webanno.custom.Corefchains_	26-5	
26-2	play	O	O	B-UnrelEv	_	_	
26-3	games	O	O	O	_	_	
26-4	while	O	O	O	_	_	
26-5	we	B-ScrPart_cook	B-webanno.custom.Participants_	O	webanno.custom.Corefchains_	27-2	
26-6	wait	O	O	B-ScrEv_wait	_	_	
26-7	for	O	O	O	_	_	
26-8	it	B-ScrPart_cake	B-webanno.custom.Participants_	O	webanno.custom.Corefchains_	27-6	
26-9	to	O	O	O	_	_	
26-10	cool	O	O	B-ScrEv_cool_down	_	_	
26-11	.	O	O	O	_	_	

#id=27
#text=Then we taste a little piece before we put frosting on the rest of the cake . 
27-1	Then	O	O	O	_	_	
27-2	we	B-ScrPart_cook	B-webanno.custom.Participants_	O	webanno.custom.Corefchains_	27-8	
27-3	taste	O	O	B-ScrEv_eat	_	_	
27-4	a	O	O	O	_	_	
27-5	little	O	O	O	_	_	
27-6	piece	B-ScrPart_cake	B-webanno.custom.Participants_	O	webanno.custom.Corefchains_	27-16	
27-7	before	O	O	O	_	_	
27-8	we	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
27-9	put	O	O	B-ScrEv_decorate	_	_	
27-10	frosting	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	_	_	
27-11	on	O	O	O	_	_	
27-12	the	O	O	O	_	_	
27-13	rest	O	O	O	_	_	
27-14	of	O	O	O	_	_	
27-15	the	O	O	O	_	_	
27-16	cake	B-ScrPart_cake	B-webanno.custom.Participants_	O	_	_	
27-17	.	O	O	O	_	_	

