arrived	184	ScrEv_arrive_destination, 28, ScrEv_train_arrives, 26, ScrEv_bus_comes, 19, ScrEv_get_train_station, 18, ScrEv_get_airport, 17, UnrelEv, 15, RelNScrEv, 10, ScrEv_bus_stops, 9, ScrEv_get_salon, 8, ScrEv_other, 7, ScrEv_landing, 7, ScrEv_go_grocery, 5, ScrEv_enter, 5, ScrEv_get_bus_stop, 5, ScrEv_get_library, 4, ScrEv_get_destination_airport, 1
grocery	181	Evoking, 31
let	175	UnrelEv, 119, ScrEv_get_off, 9, RelNScrEv, 8, ScrEv_other, 3, ScrEv_open_drain, 3, ScrEv_board_bus, 2, ScrEv_press_stop_button, 2, ScrEv_leave_tip, 1, Unclear, 1, ScrEv_board_plane, 1, ScrEv_exit_plane, 1
ready	174	UnrelEv, 1
check	173	ScrEv_register, 38, RelNScrEv, 22, ScrEv_check_in, 10, UnrelEv, 7, ScrEv_check_time-table, 7, ScrEv_check_luggage, 7, ScrEv_conductor_checks, 6, ScrEv_other, 6, Evoking, 5, ScrEv_pay, 3, ScrEv_check, 3, ScrEv_check_catalog, 2, ScrEv_present_ID/ticket, 2, ScrEv_check_new_tire, 2, ScrEv_spend_time_bus, 2, ScrEv_check_off, 1, ScrEv_look_mirror, 1, ScrEv_examine_tire, 1, ScrEv_move_section, 1, ScrEv_spend_time_train, 1, ScrEv_use_computer, 1, ScrEv_notice_problem, 1, ScrEv_browse_releases, 1, ScrEv_check_temp, 1
checked	171	ScrEv_register, 30, RelNScrEv, 25, ScrEv_other, 16, ScrEv_check_in, 15, ScrEv_check_luggage, 10, ScrEv_conductor_checks, 8, ScrEv_go_security_checks, 8, UnrelEv, 8, ScrEv_check_time-table, 8, ScrEv_check, 7, ScrEv_check_new_tire, 6, ScrEv_check_list, 5, ScrEv_examine_tire, 4, ScrEv_pay, 4, ScrEv_check_off, 2, ScrEv_present_ID/ticket, 2, ScrEv_present_boarding_pass, 2, ScrEv_check_temp, 2, ScrEv_look_for_book, 1, ScrEv_cashier_scan/weight, 1, ScrEv_look_mirror, 1, ScrEv_find_bus, 1, ScrEv_go_check_in, 1, ScrEv_browse_releases, 1, ScrEv_return_book, 1, ScrEv_talk_haircut, 1, ScrEv_get_ingredients, 1
asked	168	RelNScrEv, 44, ScrEv_talk_haircut, 42, UnrelEv, 33, ScrEv_ask_librarian, 17, ScrEv_customer_opinion, 8, ScrEv_small_talk, 5, ScrEv_show_card, 4, ScrEv_conductor_checks, 3, ScrEv_make_appointment, 2, ScrEv_check_in, 2, ScrEv_get_tickets, 2, ScrEv_choose_tree, 1, ScrEv_get_ticket, 1, ScrEv_other, 1, ScrEv_listen_crew, 1
sat	168	ScrEv_sit_down, 34, UnrelEv, 30, ScrEv_take_seat, 25, RelNScrEv, 23, ScrEv_find_place, 23, ScrEv_wait, 10, ScrEv_spend_time_bus, 6, ScrEv_sink_water, 4, ScrEv_spend_time_train, 3, ScrEv_wait_boarding, 2, ScrEv_spend_time_flight, 1, ScrEv_other, 1, ScrEv_prepare_wash, 1, ScrEv_take_off_preparations, 1, ScrEv_prepare_bath, 1, ScrEv_relax, 1, ScrEv_lay_bike_down, 1, ScrEv_use_computer, 1
came	159	UnrelEv, 57, RelNScrEv, 29, ScrEv_bus_comes, 19, ScrEv_conductor_checks, 9, ScrEv_train_arrives, 7, ScrEv_check, 5, ScrEv_bus_stops, 4, ScrEv_other, 3, ScrEv_listen_crew, 3, ScrEv_landing, 3, ScrEv_board_bus, 2, ScrEv_get_tree, 2, ScrEv_move_section, 2, ScrEv_move_in_salon, 2, ScrEv_take_off_preparations, 1, ScrEv_look_for_book, 1, ScrEv_pay, 1, ScrEv_get_bus_stop, 1, ScrEv_enter_bathroom, 1, ScrEv_retrieve_luggage, 1, Unclear, 1, ScrEv_remove_cap, 1, ScrEv_take_tire_off, 1, ScrEv_take_out_oven, 1, ScrEv_take_book, 1
gave	147	RelNScrEv, 34, UnrelEv, 20, ScrEv_leave_tip, 12, ScrEv_get_receipt, 10, ScrEv_pay, 9, ScrEv_show_card, 7, ScrEv_other, 7, ScrEv_get_ticket, 5, ScrEv_check_in, 5, ScrEv_water, 5, ScrEv_check_luggage, 5, ScrEv_get_tickets, 4, ScrEv_conductor_checks, 3, ScrEv_present_ID/ticket, 3, ScrEv_listen_crew, 3, ScrEv_talk_haircut, 2, ScrEv_get_tools, 2, ScrEv_wash, 1, ScrEv_leave_airport, 1, ScrEv_obtain_card, 1, ScrEv_get_train_station, 1, ScrEv_get_utensils, 1, ScrEv_make_appointment, 1, ScrEv_take_off_preparations, 1, ScrEv_scalp_massage, 1, ScrEv_spend_time_flight, 1, ScrEv_take_book, 1, ScrEv_put_conveyor, 1
paid	144	ScrEv_pay, 77, ScrEv_get_ticket, 33, RelNScrEv, 10, ScrEv_get_tree, 10, ScrEv_get_tickets, 9, UnrelEv, 4, ScrEv_get_library, 1
trip	142	Evoking, 2
wait	141	ScrEv_wait, 84, UnrelEv, 21, ScrEv_wait_boarding, 14, RelNScrEv, 8, ScrEv_other, 1, ScrEv_take_off_preparations, 1, ScrEv_spend_time_bus, 1, ScrEv_fill_water/wait, 1, ScrEv_ride, 1
am	140	UnrelEv, 54, ScrEv_customer_opinion, 2, ScrEv_arrive_destination, 1, RelNScrEv, 1, ScrEv_leave, 1, ScrEv_ride, 1, ScrEv_get_airport, 1, ScrEv_enter, 1
buy	139	ScrEv_get_groceries, 35, UnrelEv, 23, RelNScrEv, 19, ScrEv_get_tickets, 15, ScrEv_get_ingredients, 13, Evoking, 9, ScrEv_get_tree, 8, ScrEv_get_ticket, 7, ScrEv_get_tire, 3, Unclear, 2, ScrEv_get_tools, 2, ScrEv_get_receipt, 1, ScrEv_other, 1
place	139	ScrEv_place_root, 9, UnrelEv, 4, RelNScrEv, 4, ScrEv_put_cake_oven, 4, ScrEv_put_new_tire, 3, ScrEv_other, 3, ScrEv_prepare_bath, 3, ScrEv_decorate, 2, ScrEv_go_security_checks, 2, ScrEv_pack_groceries, 2, ScrEv_put_conveyor, 2, ScrEv_bring_vehicle, 1, ScrEv_close_drain, 1, ScrEv_add_ingredients, 1, ScrEv_get_groceries, 1, ScrEv_stow_away_luggage, 1, ScrEv_get_tools, 1, ScrEv_get_ingredients, 1, Unclear, 1
want	138	UnrelEv, 75, ScrEv_talk_haircut, 5, RelNScrEv, 5, ScrEv_choose_tree, 2, ScrEv_take_book, 1
grabbed	138	RelNScrEv, 37, ScrEv_take_shop_cart, 23, ScrEv_get_tools, 14, ScrEv_get_groceries, 13, ScrEv_prepare_bath, 10, ScrEv_get_towel, 9, UnrelEv, 9, ScrEv_get_utensils, 6, ScrEv_get_ingredients, 4, ScrEv_retrieve_luggage, 2, ScrEv_take_book, 2, ScrEv_take_bags, 2, ScrEv_check_new_tire, 1, ScrEv_go_security_checks, 1, ScrEv_unwrap_root, 1, ScrEv_other, 1, ScrEv_get_receipt, 1, ScrEv_find_place, 1, ScrEv_press_stop_button, 1
picked	137	ScrEv_get_groceries, 52, ScrEv_choose_tree, 17, ScrEv_take_book, 16, ScrEv_find_place, 15, RelNScrEv, 14, UnrelEv, 6, ScrEv_take_shop_cart, 3, ScrEv_get_tree, 2, ScrEv_get_airport, 1, ScrEv_choose_recipe, 1, ScrEv_get_tire, 1, ScrEv_get_ingredients, 1, ScrEv_take_clean_clothes, 1, ScrEv_other, 1, ScrEv_put_on_cape, 1, ScrEv_retrieve_luggage, 1, ScrEv_get_utensils, 1, ScrEv_board_bus, 1, ScrEv_meet_people, 1, ScrEv_get_tickets, 1
plant	136	Evoking, 92, RelNScrEv, 16, ScrEv_place_root, 3
bags	136	ScrEv_pack_groceries, 1
drove	135	ScrEv_go_grocery, 32, UnrelEv, 17, ScrEv_leave, 14, ScrEv_get_salon, 12, ScrEv_get_library, 12, ScrEv_get_train_station, 10, RelNScrEv, 9, ScrEv_get_airport, 9, ScrEv_ride, 5, ScrEv_take_home, 5, ScrEv_get_ingredients, 3, ScrEv_ride_bike, 2, ScrEv_check_new_tire, 1, ScrEv_board_bus, 1, ScrEv_other, 1, ScrEv_take_off_preparations, 1, ScrEv_notice_problem, 1
look	134	UnrelEv, 41, RelNScrEv, 14, ScrEv_look_for_book, 10, ScrEv_check_time-table, 7, ScrEv_spend_time_flight, 6, ScrEv_choose_tree, 6, ScrEv_other, 6, ScrEv_examine_tire, 5, ScrEv_look_mirror, 5, ScrEv_spend_time_bus, 4, ScrEv_spend_time_train, 3, ScrEv_use_computer, 3, ScrEv_find_place, 2, ScrEv_find_bus, 1, ScrEv_check_catalog, 1, ScrEv_get_groceries, 1, Unclear, 1, ScrEv_make_hair_style, 1, ScrEv_check_list, 1
left	134	ScrEv_leave, 48, UnrelEv, 31, RelNScrEv, 18, ScrEv_leave_tip, 10, ScrEv_train_departs, 4, ScrEv_take_off, 3, ScrEv_get_off, 2, ScrEv_wait, 1, ScrEv_bring_vehicle, 1, ScrEv_get_bus_stop, 1, ScrEv_cool_down, 1, ScrEv_go_grocery, 1
placed	133	ScrEv_place_root, 29, ScrEv_put_cake_oven, 13, RelNScrEv, 12, ScrEv_other, 10, UnrelEv, 7, ScrEv_put_new_tire, 6, ScrEv_put_conveyor, 6, ScrEv_decorate, 5, ScrEv_put_patch/seal, 4, ScrEv_get_groceries, 4, ScrEv_stow_away_luggage, 4, ScrEv_put_on_cape, 3, ScrEv_pack_groceries, 2, ScrEv_close_drain, 2, ScrEv_refill_hole, 2, ScrEv_cool_down, 2, ScrEv_go_security_checks, 2, ScrEv_get_utensils, 2, ScrEv_prepare_bath, 2, ScrEv_bring_vehicle, 2, ScrEv_pour_dough, 1, ScrEv_wash, 1, ScrEv_lay_bike_down, 1, ScrEv_sink_water, 1, ScrEv_get_tools, 1, ScrEv_get_ticket, 1, ScrEv_put_towel, 1, ScrEv_take_seat, 1, ScrEv_place_fertilizers, 1, ScrEv_register, 1, ScrEv_add_ingredients, 1, ScrEv_find_place, 1, ScrEv_check_luggage, 1
used	133	UnrelEv, 71, RelNScrEv, 36, ScrEv_use_computer, 3, ScrEv_dry, 3, ScrEv_add_ingredients, 2, ScrEv_prepare_ingredients, 2, ScrEv_get_utensils, 2, ScrEv_decorate, 2, ScrEv_wash, 1, ScrEv_show_card, 1, ScrEv_ride_bike, 1, ScrEv_get_towel, 1, ScrEv_pay, 1, ScrEv_cut, 1, ScrEv_check_catalog, 1, ScrEv_register, 1
getting	132	UnrelEv, 52, RelNScrEv, 25, Evoking, 9, ScrEv_get_groceries, 9, ScrEv_get_off, 6, Unclear, 3, ScrEv_make_appointment, 2, ScrEv_get_ingredients, 2, ScrEv_board_bus, 1, ScrEv_enter, 1, ScrEv_wash, 1, ScrEv_get_on, 1, ScrEv_get_airport, 1, ScrEv_undress, 1, ScrEv_lay_bike_down, 1, ScrEv_sink_water, 1, ScrEv_obtain_card, 1, ScrEv_get_out_bath, 1, ScrEv_put_cake_oven, 1, ScrEv_prepare_bath, 1, ScrEv_bus_stops, 1, ScrEv_take_off_preparations, 1, ScrEv_spend_time_flight, 1, ScrEv_take_tire_off, 1, ScrEv_take_book, 1, ScrEv_board_plane, 1, ScrEv_get_tree, 1
right	130	RelNScrEv, 1
turned	128	ScrEv_turn_water_on, 36, RelNScrEv, 22, ScrEv_turn_water_off, 18, UnrelEv, 15, ScrEv_preheat, 10, ScrEv_other, 7, ScrEv_turn_off_oven, 6, ScrEv_lay_bike_down, 3, ScrEv_water, 2, ScrEv_move_section, 1, ScrEv_return_book, 1, ScrEv_take_out_cake_tin, 1, ScrEv_check, 1, ScrEv_check_in, 1, ScrEv_make_dough, 1, ScrEv_cut, 1, ScrEv_look_mirror, 1, ScrEv_prepare_bath, 1
pulled	127	ScrEv_press_stop_button, 17, ScrEv_open_drain, 15, ScrEv_bus_comes, 12, UnrelEv, 11, ScrEv_bus_stops, 9, RelNScrEv, 8, ScrEv_other, 7, ScrEv_get_tools, 5, ScrEv_arrive_destination, 5, ScrEv_train_arrives, 4, ScrEv_bus_leaves, 3, ScrEv_train_departs, 3, ScrEv_take_out_oven, 3, ScrEv_take_off_preparations, 2, ScrEv_spend_time_bus, 2, ScrEv_get_utensils, 2, ScrEv_spend_time_flight, 2, ScrEv_take_tire_off, 2, ScrEv_show_card, 1, ScrEv_loose_nut, 1, ScrEv_ride, 1, ScrEv_unwrap_root, 1, ScrEv_remove_tire, 1, ScrEv_go_security_checks, 1, ScrEv_spend_time_train, 1, ScrEv_check_time-table, 1, ScrEv_prepare_bath, 1, ScrEv_pull_air_pin, 1, ScrEv_check_list, 1, ScrEv_choose_recipe, 1, ScrEv_get_ingredients, 1, ScrEv_get_tickets, 1, ScrEv_take_book, 1
set	125	UnrelEv, 28, ScrEv_set_time, 21, RelNScrEv, 14, ScrEv_preheat, 9, ScrEv_prepare_bath, 8, ScrEv_place_root, 5, ScrEv_other, 4, ScrEv_cool_down, 3, ScrEv_make_appointment, 3, ScrEv_get_utensils, 2, ScrEv_pack_groceries, 1, ScrEv_put_patch/seal, 1, ScrEv_close_drain, 1, ScrEv_get_library, 1, ScrEv_train_departs, 1, ScrEv_take_off, 1, ScrEv_prepare_ingredients, 1, ScrEv_get_shelf, 1, ScrEv_get_tools, 1, ScrEv_get_bus_stop, 1, ScrEv_landing, 1, ScrEv_ride_bike, 1, ScrEv_check_luggage, 1, ScrEv_get_ingredients, 1, ScrEv_check_temp, 1
head	123	ScrEv_move_section, 7, RelNScrEv, 7, UnrelEv, 7, ScrEv_find_terminal, 5, ScrEv_get_library, 4, ScrEv_go_checkout, 3, ScrEv_go_grocery, 3, ScrEv_get_bus_stop, 2, ScrEv_get_shelf, 2, ScrEv_go_check_out, 2, ScrEv_get_salon, 1, ScrEv_go_target_location, 1, ScrEv_leave, 1, ScrEv_bus_comes, 1, Evoking, 1, ScrEv_go_security_checks, 1, ScrEv_get_platform, 1, ScrEv_exit_plane, 1, ScrEv_enter_bathroom, 1
began	122	UnrelEv, 100, ScrEv_look_for_book, 1, ScrEv_landing, 1, ScrEv_board_plane, 1, Evoking, 1
baking	121	Evoking, 26, RelNScrEv, 13, ScrEv_wait, 12
dry	120	ScrEv_dry, 35, RelNScrEv, 12, UnrelEv, 1, ScrEv_other, 1
flat	117	Evoking, 1
mix	114	ScrEv_make_dough, 19, ScrEv_prepare_ingredients, 12, RelNScrEv, 2, ScrEv_add_ingredients, 2
bought	111	ScrEv_get_tickets, 25, ScrEv_get_tree, 19, ScrEv_get_ingredients, 19, ScrEv_get_groceries, 13, ScrEv_get_ticket, 10, RelNScrEv, 9, ScrEv_get_tools, 7, UnrelEv, 4, ScrEv_get_tire, 3, ScrEv_spend_time_train, 1, ScrEv_pay, 1
said	110	UnrelEv, 59, RelNScrEv, 26, ScrEv_talk_haircut, 12, ScrEv_listen_crew, 3, ScrEv_listen_call, 2, ScrEv_spend_time_bus, 2, ScrEv_small_talk, 1, ScrEv_customer_opinion, 1, ScrEv_check_time-table, 1, ScrEv_ask_librarian, 1, ScrEv_get_called, 1
each	110	UnrelEv, 1
been	109	UnrelEv, 45, Unclear, 2, Evoking, 1
use	109	UnrelEv, 57, RelNScrEv, 25, Evoking, 6, ScrEv_check_catalog, 3, ScrEv_put_bubble_bath_scent, 2, ScrEv_take_shop_cart, 1, ScrEv_other, 1, ScrEv_show_card, 1, ScrEv_ride_bike, 1, ScrEv_pack_groceries, 1, ScrEv_use_computer, 1, ScrEv_add_ingredients, 1, Unclear, 1, ScrEv_get_utensils, 1, ScrEv_grease_cake_tin, 1, ScrEv_buckle_seat_belt, 1, ScrEv_check, 1
called	107	UnrelEv, 35, RelNScrEv, 21, ScrEv_listen_call, 16, ScrEv_make_appointment, 15, ScrEv_get_called, 12, ScrEv_other, 2, ScrEv_add_ingredients, 1, ScrEv_check_time-table, 1
clean	105	ScrEv_wash, 11, RelNScrEv, 4, UnrelEv, 3, ScrEv_other, 3, Evoking, 2
looking	104	UnrelEv, 46, ScrEv_look_for_book, 18, RelNScrEv, 12, ScrEv_spend_time_flight, 6, ScrEv_spend_time_train, 4, ScrEv_other, 3, ScrEv_spend_time_bus, 3, ScrEv_choose_tree, 2, ScrEv_examine_tire, 1, ScrEv_move_section, 1, ScrEv_use_computer, 1, ScrEv_get_groceries, 1, ScrEv_browse_releases, 1, ScrEv_get_tools, 1, ScrEv_get_ingredients, 1, ScrEv_check_list, 1, ScrEv_look_mirror, 1, ScrEv_find_place, 1
towel	104	ScrEv_dry, 3
waiting	104	ScrEv_wait, 48, RelNScrEv, 14, UnrelEv, 10, ScrEv_wait_boarding, 7, ScrEv_fill_water/wait, 4, ScrEv_spend_time_flight, 1, ScrEv_meet_people, 1, ScrEv_spend_time_train, 1, ScrEv_other, 1
headed	103	ScrEv_leave, 17, RelNScrEv, 8, ScrEv_move_section, 7, UnrelEv, 7, ScrEv_go_checkout, 6, ScrEv_go_grocery, 6, ScrEv_other, 6, ScrEv_get_train_station, 5, ScrEv_get_airport, 4, ScrEv_find_terminal, 4, ScrEv_get_library, 4, ScrEv_get_shelf, 3, ScrEv_get_bus_stop, 3, ScrEv_go_check_out, 3, ScrEv_move_exit, 2, ScrEv_get_plane, 2, ScrEv_get_off, 2, ScrEv_bring_vehicle, 2, ScrEv_enter, 1, ScrEv_get_on, 1, ScrEv_go_exit, 1, ScrEv_get_salon, 1, ScrEv_take_off, 1, ScrEv_enter_bathroom, 1, ScrEv_get_destination_airport, 1, ScrEv_go_target_location, 1, ScrEv_train_arrives, 1, ScrEv_get_platform, 1, ScrEv_get_ingredients, 1, ScrEv_board_plane, 1
able	101	UnrelEv, 8
bicycle	101	Evoking, 1
no	101	UnrelEv, 1
bake	101	Evoking, 70, RelNScrEv, 17, ScrEv_wait, 11, ScrEv_put_cake_oven, 1, ScrEv_other, 1
sit	101	ScrEv_sit_down, 21, RelNScrEv, 18, ScrEv_find_place, 15, UnrelEv, 13, ScrEv_take_seat, 8, ScrEv_spend_time_train, 6, ScrEv_spend_time_bus, 5, ScrEv_wait, 4, ScrEv_relax, 3, ScrEv_other, 2, ScrEv_sink_water, 2, ScrEv_cool_down, 2, ScrEv_wash, 1, ScrEv_dry, 1
has	100	UnrelEv, 43, RelNScrEv, 9, Evoking, 1
last	99	RelNScrEv, 2, UnrelEv, 2, Unclear, 1
filled	99	ScrEv_fill_water/wait, 26, ScrEv_refill_hole, 23, RelNScrEv, 15, ScrEv_refill_tire_air, 13, UnrelEv, 8, ScrEv_water, 4, ScrEv_other, 2, ScrEv_pack_luggage, 2, ScrEv_turn_water_on, 1, ScrEv_pack_groceries, 1, ScrEv_put_patch/seal, 1, ScrEv_get_groceries, 1
thought	98	UnrelEv, 84, ScrEv_customer_opinion, 3, Unclear, 1, ScrEv_find_place, 1
know	97	UnrelEv, 80, RelNScrEv, 5, ScrEv_press_stop_button, 3, ScrEv_check_in, 1
knew	96	UnrelEv, 91, ScrEv_notice_problem, 1, RelNScrEv, 1
warm	96	RelNScrEv, 5, ScrEv_prepare_ingredients, 1
help	95	UnrelEv, 60, RelNScrEv, 13, ScrEv_make_appointment, 1, ScrEv_register, 1
saw	93	UnrelEv, 55, RelNScrEv, 13, ScrEv_spend_time_train, 3, ScrEv_choose_recipe, 2, ScrEv_spend_time_bus, 2, ScrEv_look_mirror, 2, ScrEv_wait, 1, ScrEv_meet_people, 1, ScrEv_check, 1, ScrEv_other, 1, ScrEv_use_computer, 1, ScrEv_bus_comes, 1, ScrEv_look_for_book, 1, ScrEv_notice_problem, 1, ScrEv_find_place, 1, ScrEv_get_ingredients, 1
frosting	93	ScrEv_decorate, 3
pay	92	ScrEv_pay, 47, ScrEv_get_ticket, 25, RelNScrEv, 11, UnrelEv, 8, ScrEv_get_tickets, 1
brought	89	RelNScrEv, 22, UnrelEv, 16, ScrEv_go_check_out, 8, ScrEv_get_tools, 7, ScrEv_prepare_bath, 6, ScrEv_other, 6, ScrEv_take_home, 4, ScrEv_get_tree, 3, ScrEv_spend_time_flight, 2, ScrEv_take_bags, 2, ScrEv_take_book, 2, ScrEv_get_ticket, 1, ScrEv_take_off_preparations, 1, ScrEv_get_tire, 1, ScrEv_spend_time_train, 1, ScrEv_use_computer, 1, ScrEv_get_utensils, 1, ScrEv_prepare_wash, 1, ScrEv_make_list, 1, ScrEv_get_ingredients, 1, ScrEv_bring_vehicle, 1, ScrEv_leave, 1
finished	89	UnrelEv, 56, RelNScrEv, 12, ScrEv_spend_time_flight, 2, ScrEv_pack_luggage, 1, ScrEv_make_dough, 1, ScrEv_dig_hole, 1, ScrEv_cut, 1, ScrEv_make_hair_style, 1
drain	88	RelNScrEv, 11, ScrEv_open_drain, 9, ScrEv_other, 1
top	88	RelNScrEv, 1
pump	87	ScrEv_refill_tire_air, 11, ScrEv_other, 2
cool	86	ScrEv_cool_down, 56, RelNScrEv, 5, UnrelEv, 1, ScrEv_prepare_ingredients, 1
patch	84	ScrEv_put_patch/seal, 11
turn	84	ScrEv_turn_water_on, 10, RelNScrEv, 8, ScrEv_turn_water_off, 5, ScrEv_take_out_cake_tin, 3, UnrelEv, 3, ScrEv_preheat, 3, ScrEv_other, 2, ScrEv_water, 2, ScrEv_take_off_preparations, 2, ScrEv_prepare_bath, 2, ScrEv_bus_comes, 1, ScrEv_turn_off_oven, 1
airplane	84	Evoking, 1
keep	83	UnrelEv, 59, RelNScrEv, 18, ScrEv_get_tools, 1, ScrEv_listen_call, 1, Unclear, 1
mixed	82	ScrEv_make_dough, 41, ScrEv_prepare_ingredients, 34, ScrEv_add_ingredients, 4, ScrEv_place_fertilizers, 1, RelNScrEv, 1
board	80	ScrEv_board_plane, 32, ScrEv_board_bus, 12, ScrEv_get_on, 7, RelNScrEv, 1, Evoking, 1
start	80	UnrelEv, 55, ScrEv_turn_water_on, 5, ScrEv_take_off, 2, ScrEv_move_section, 1, RelNScrEv, 1
fill	80	ScrEv_fill_water/wait, 39, ScrEv_refill_tire_air, 12, ScrEv_refill_hole, 12, RelNScrEv, 6, UnrelEv, 2, ScrEv_add_ingredients, 2, ScrEv_make_list, 1, ScrEv_pour_dough, 1, ScrEv_water, 1, ScrEv_place_fertilizers, 1
soap	79	ScrEv_wash, 3, ScrEv_apply_soap, 1
poured	78	ScrEv_pour_dough, 44, ScrEv_add_ingredients, 11, ScrEv_put_bubble_bath_scent, 8, ScrEv_water, 4, ScrEv_prepare_ingredients, 2, ScrEv_decorate, 1, ScrEv_place_fertilizers, 1, ScrEv_get_off, 1, ScrEv_other, 1, ScrEv_refill_hole, 1, ScrEv_apply_soap, 1, ScrEv_make_dough, 1, ScrEv_wash, 1, ScrEv_prepare_bath, 1
scanned	77	ScrEv_register, 28, ScrEv_cashier_scan/weight, 24, ScrEv_other, 6, RelNScrEv, 5, ScrEv_go_security_checks, 3, ScrEv_get_ticket, 2, ScrEv_show_card, 2, ScrEv_conductor_checks, 2, ScrEv_look_for_book, 2, Unclear, 1, ScrEv_present_boarding_pass, 1, ScrEv_present_ID/ticket, 1
bag	77	ScrEv_pack_groceries, 7
leave	76	ScrEv_leave, 18, UnrelEv, 16, RelNScrEv, 14, ScrEv_train_departs, 7, ScrEv_take_off, 6, ScrEv_leave_tip, 6, ScrEv_get_bus_stop, 4, ScrEv_bus_leaves, 1, ScrEv_get_out_bath, 1, ScrEv_cool_down, 1
making	76	UnrelEv, 33, Evoking, 12, RelNScrEv, 9, ScrEv_make_list, 4, ScrEv_prepare_ingredients, 2, ScrEv_make_dough, 2, ScrEv_check_temp, 2, ScrEv_check_off, 1, ScrEv_go_security_checks, 1, ScrEv_bus_stops, 1, ScrEv_small_talk, 1, ScrEv_find_place, 1, ScrEv_get_groceries, 1, ScrEv_water, 1, ScrEv_make_hair_style, 1, ScrEv_get_tree, 1
arrive	76	ScrEv_bus_comes, 15, ScrEv_train_arrives, 13, RelNScrEv, 9, ScrEv_arrive_destination, 7, ScrEv_get_airport, 5, ScrEv_get_salon, 4, ScrEv_other, 4, ScrEv_bus_stops, 3, ScrEv_enter, 3, ScrEv_get_train_station, 3, ScrEv_landing, 3, UnrelEv, 3, ScrEv_move_section, 1, ScrEv_go_grocery, 1, ScrEv_get_bus_stop, 1, ScrEv_get_library, 1
added	76	ScrEv_add_ingredients, 26, ScrEv_put_bubble_bath_scent, 13, ScrEv_decorate, 5, ScrEv_get_groceries, 5, RelNScrEv, 5, ScrEv_place_fertilizers, 4, ScrEv_refill_tire_air, 3, ScrEv_make_hair_style, 3, ScrEv_turn_water_on, 2, ScrEv_make_list, 2, ScrEv_leave_tip, 2, ScrEv_pour_dough, 1, UnrelEv, 1, ScrEv_other, 1, ScrEv_put_patch/seal, 1, ScrEv_refill_hole, 1, ScrEv_set_time, 1
enjoy	75	UnrelEv, 50, ScrEv_eat, 7, RelNScrEv, 5, ScrEv_spend_time_train, 4, ScrEv_relax, 3, ScrEv_spend_time_flight, 2, ScrEv_spend_time_bus, 2, ScrEv_customer_opinion, 1
walk	74	ScrEv_get_bus_stop, 9, RelNScrEv, 8, ScrEv_move_section, 7, ScrEv_spend_time_train, 7, UnrelEv, 7, ScrEv_go_security_checks, 5, ScrEv_enter, 4, ScrEv_other, 3, ScrEv_move_in_salon, 3, ScrEv_get_platform, 2, ScrEv_get_library, 2, ScrEv_get_off, 2, ScrEv_go_exit, 2, ScrEv_board_bus, 1, ScrEv_go_grocery, 1, ScrEv_leave, 1, ScrEv_get_train_station, 1, ScrEv_go_check_out, 1, ScrEv_bring_vehicle, 1
dug	73	ScrEv_dig_hole, 70, RelNScrEv, 2, UnrelEv, 1
fun	72	UnrelEv, 1
removed	71	ScrEv_remove_tire, 11, ScrEv_take_out_oven, 10, ScrEv_unwrap_root, 9, RelNScrEv, 7, ScrEv_take_tire_off, 7, ScrEv_remove_cap, 7, ScrEv_other, 5, ScrEv_free_wheel, 4, ScrEv_undress, 4, ScrEv_take_out_cake_tin, 3, ScrEv_open_drain, 2, ScrEv_loose_nut, 1, ScrEv_dig_hole, 1
flour	71	ScrEv_grease_cake_tin, 1, ScrEv_other, 1
pick	70	RelNScrEv, 12, ScrEv_get_groceries, 12, UnrelEv, 9, ScrEv_choose_tree, 6, ScrEv_get_ingredients, 4, ScrEv_take_book, 4, Evoking, 3, ScrEv_find_place, 3, ScrEv_take_shop_cart, 2, ScrEv_board_bus, 2, ScrEv_bus_comes, 2, ScrEv_go_target_location, 1, ScrEv_get_off, 1, ScrEv_prepare_bath, 1, ScrEv_get_on, 1, ScrEv_meet_people, 1, ScrEv_get_tree, 1, ScrEv_get_tools, 1, ScrEv_board_plane, 1
felt	70	UnrelEv, 54, RelNScrEv, 6, ScrEv_notice_problem, 4, ScrEv_check_new_tire, 3, ScrEv_check_temp, 2
soil	69	RelNScrEv, 1
visit	69	UnrelEv, 41, RelNScrEv, 16, ScrEv_go_grocery, 2, Evoking, 2
reading	69	RelNScrEv, 43, UnrelEv, 8, ScrEv_spend_time_flight, 5, ScrEv_spend_time_train, 5, ScrEv_other, 2, ScrEv_spend_time_bus, 2, ScrEv_look_for_book, 1
washed	69	ScrEv_wash, 60, RelNScrEv, 4, UnrelEv, 2, ScrEv_relax, 1, ScrEv_other, 1
love	68	UnrelEv, 62, ScrEv_customer_opinion, 2
now	68	UnrelEv, 1
come	68	UnrelEv, 28, ScrEv_bus_comes, 8, RelNScrEv, 6, ScrEv_move_section, 3, ScrEv_get_salon, 3, ScrEv_train_arrives, 3, ScrEv_bus_stops, 2, ScrEv_enter, 2, ScrEv_return_book, 1, ScrEv_go_grocery, 1, ScrEv_get_off, 1, ScrEv_other, 1, Evoking, 1, ScrEv_prepare_ingredients, 1, ScrEv_check_in, 1, ScrEv_leave, 1, ScrEv_get_library, 1, ScrEv_get_tree, 1
